feature,importance
volume_ma,64
volatility_ma,47
adx,42
atr_normalized,37
sma_50,35
atr_ma,33
bb_width,32
ema_fast,29
bb_upper,25
volatility_ratio,25
atr,24
ema_cross_pct,22
ema_cross,21
atr_ratio,20
volatility,15
rsi,14
bb_middle,14
price_sma_50_dist,12
momentum_convergence,11
return_24,9
return_6,7
bb_lower,7
return_12,7
price_bb_upper_dist,7
momentum_ratio,7
ema_slow,6
price_bb_lower_dist,6
momentum_10,6
price_ema_fast_dist,6
stoch_k,5
price_sma_20_dist,5
stoch_d,5
momentum_20,3
volume_ratio,3
rsi_normalized,3
return_3,3
bb_position,2
upper_shadow,2
volume_change,1
strong_trend,1
market_regime,1
return_1,1
bb_position_normalized,1
rsi_divergence,1
range,1
body_pct,1
stoch_overbought,0
signal_convergence,0
range_pct,0
body,0
sma_20,0
lower_shadow,0
stoch_oversold,0
bb_breakout_lower,0
is_bullish,0
bb_breakout_upper,0
low_volatility,0
high_volatility,0
log_return,0
rsi_overbought,0
rsi_oversold,0
volume_spike,0
ema_cross_signal,0
price_ema_slow_dist,0
