feature,importance
bb_upper,179
volatility,109
adx,95
stoch_d,94
atr_ma,85
volatility_ma,83
sma_50,65
momentum_convergence,48
bb_lower,38
return_24,37
stoch_k,35
ema_slow,31
ema_fast,30
momentum_20,26
lower_shadow,23
volume_ma,22
volatility_ratio,12
bb_middle,10
price_bb_upper_dist,7
atr_ratio,6
return_6,6
sma_20,5
price_sma_50_dist,4
bb_position_normalized,4
momentum_ratio,3
body_pct,2
body,2
atr_normalized,2
ema_cross,2
momentum_10,2
bb_width,2
volume_ratio,1
ema_cross_pct,1
high_volatility,0
low_volatility,0
stoch_overbought,0
volume_change,0
strong_trend,0
price_sma_20_dist,0
signal_convergence,0
stoch_oversold,0
bb_position,0
volume_spike,0
return_3,0
atr,0
range,0
range_pct,0
upper_shadow,0
is_bullish,0
return_1,0
return_12,0
bb_breakout_lower,0
log_return,0
ema_cross_signal,0
price_ema_fast_dist,0
price_ema_slow_dist,0
price_bb_lower_dist,0
bb_breakout_upper,0
market_regime,0
