feature,importance
atr_ma,41
volatility,27
volume_ma,26
bb_lower,21
adx,20
ema_fast,20
sma_50,17
price_sma_50_dist,17
volatility_ma,17
momentum_convergence,17
bb_upper,15
bb_middle,15
atr_normalized,12
atr,12
ema_slow,10
bb_width,9
stoch_d,8
atr_ratio,6
return_24,6
volume_ratio,5
ema_cross,5
ema_cross_pct,5
volatility_ratio,5
momentum_10,4
price_bb_upper_dist,3
lower_shadow,2
momentum_20,2
range,2
volume_change,2
return_6,1
momentum_ratio,1
body_pct,1
return_3,1
price_ema_fast_dist,1
stoch_k,1
sma_20,1
strong_trend,1
market_regime,1
high_volatility,0
low_volatility,0
signal_convergence,0
price_sma_20_dist,0
volume_spike,0
stoch_overbought,0
stoch_oversold,0
rsi,0
bb_breakout_lower,0
bb_breakout_upper,0
range_pct,0
body,0
upper_shadow,0
is_bullish,0
return_1,0
return_12,0
log_return,0
rsi_normalized,0
rsi_overbought,0
rsi_oversold,0
rsi_divergence,0
ema_cross_signal,0
bb_position,0
bb_position_normalized,0
price_bb_lower_dist,0
price_ema_slow_dist,0
