feature,importance
ema_fast,16
volatility,16
volume_ma,14
volatility_ma,14
macd_signal,12
sma_50,11
sma_20,10
adx,9
volatility_ratio,6
macd_strength,5
momentum_convergence,5
stoch_d,5
return_24,3
ema_slow,3
price_sma_50_dist,3
signal_convergence,3
macd_hist_change,2
macd,2
range_pct,2
momentum_20,2
ema_cross_pct,2
return_6,1
lower_shadow,1
volume_change,1
volume_ratio,1
volume_spike,0
rsi,0
high_volatility,0
low_volatility,0
stoch_k,0
stoch_overbought,0
momentum_ratio,0
strong_trend,0
price_sma_20_dist,0
stoch_oversold,0
ema_cross_signal,0
macd_cross_signal,0
macd_hist,0
momentum_10,0
range,0
body,0
body_pct,0
upper_shadow,0
is_bullish,0
return_1,0
return_3,0
return_12,0
log_return,0
rsi_normalized,0
rsi_overbought,0
rsi_oversold,0
rsi_divergence,0
ema_cross,0
price_ema_fast_dist,0
price_ema_slow_dist,0
market_regime,0
