feature,importance
volatility_ma,138
sma_50,138
volatility_ratio,109
adx,95
ema_slow,85
volatility,77
sma_20,70
volume_ma,65
macd_hist,63
volume_ratio,61
ema_fast,61
macd_signal,59
momentum_ratio,47
return_24,47
macd_strength,40
rsi,39
momentum_convergence,38
momentum_20,32
return_12,28
rsi_normalized,27
macd,27
ema_cross_pct,24
stoch_d,20
range,18
price_sma_50_dist,17
momentum_10,15
range_pct,14
volume_change,13
return_6,13
price_sma_20_dist,12
price_ema_fast_dist,10
macd_hist_change,10
ema_cross,9
stoch_k,8
return_3,7
rsi_divergence,6
body,5
lower_shadow,4
market_regime,3
price_ema_slow_dist,3
body_pct,3
signal_convergence,2
upper_shadow,2
log_return,1
volume_spike,0
is_bullish,0
return_1,0
strong_trend,0
stoch_oversold,0
macd_cross_signal,0
stoch_overbought,0
rsi_overbought,0
rsi_oversold,0
low_volatility,0
high_volatility,0
ema_cross_signal,0
