feature,importance
volatility_ma,34
atr_ma,22
volume_ratio,20
bb_width,15
adx,15
volume_ma,14
bb_lower,12
macd_strength,11
sma_50,10
volatility_ratio,10
bb_middle,9
volatility,8
macd_signal,7
price_bb_lower_dist,7
ema_fast,6
macd_hist,6
atr,5
momentum_ratio,5
atr_ratio,5
ema_slow,5
range_pct,4
bb_upper,4
atr_normalized,4
price_sma_20_dist,3
price_sma_50_dist,3
stoch_d,3
price_bb_upper_dist,3
rsi,3
momentum_10,3
return_12,2
ema_cross_pct,2
macd,2
price_ema_slow_dist,2
momentum_20,2
upper_shadow,2
range,2
market_regime,1
momentum_convergence,1
sma_20,1
body_pct,1
return_24,1
macd_hist_change,1
high_volatility,0
low_volatility,0
stoch_overbought,0
stoch_k,0
body,0
volume_spike,0
stoch_oversold,0
strong_trend,0
signal_convergence,0
volume_change,0
rsi_oversold,0
lower_shadow,0
rsi_normalized,0
ema_cross,0
ema_cross_signal,0
price_ema_fast_dist,0
rsi_overbought,0
bb_position,0
bb_position_normalized,0
log_return,0
rsi_divergence,0
bb_breakout_upper,0
bb_breakout_lower,0
macd_cross_signal,0
return_6,0
return_3,0
return_1,0
is_bullish,0
