feature,importance
volatility_ma,258
volume_ma,175
atr_ratio,171
sma_50,160
adx,100
bb_width,95
bb_upper,92
bb_lower,91
ema_fast,78
atr_ma,65
ema_slow,64
bb_middle,60
momentum_convergence,56
ema_cross,54
atr_normalized,51
atr,51
return_24,50
range_pct,50
return_12,48
volatility_ratio,43
ema_cross_pct,43
price_sma_50_dist,42
volume_change,35
range,34
volume_ratio,34
upper_shadow,33
price_bb_lower_dist,31
momentum_20,30
stoch_d,29
price_bb_upper_dist,27
volatility,26
momentum_10,24
stoch_k,23
sma_20,21
momentum_ratio,19
body_pct,9
bb_position,8
return_6,8
price_ema_fast_dist,8
price_ema_slow_dist,7
market_regime,6
log_return,6
bb_position_normalized,5
lower_shadow,5
price_sma_20_dist,4
return_3,4
body,3
return_1,2
low_volatility,1
high_volatility,0
bb_breakout_upper,0
stoch_overbought,0
stoch_oversold,0
strong_trend,0
is_bullish,0
ema_cross_signal,0
volume_spike,0
signal_convergence,0
bb_breakout_lower,0
