feature,importance
volume_ma,21
ema_fast,16
volatility_ma,14
sma_50,14
adx,10
ema_slow,9
ema_cross_pct,7
macd_hist,6
macd_signal,5
volatility,5
stoch_d,5
macd,4
price_sma_50_dist,4
macd_strength,3
volume_ratio,3
return_6,2
volatility_ratio,2
momentum_ratio,2
sma_20,2
rsi,1
return_24,1
stoch_k,1
momentum_10,1
macd_cross_signal,1
signal_convergence,1
price_sma_20_dist,1
price_ema_slow_dist,1
return_3,1
volume_spike,0
momentum_convergence,0
volume_change,0
stoch_oversold,0
stoch_overbought,0
high_volatility,0
low_volatility,0
strong_trend,0
ema_cross_signal,0
macd_hist_change,0
is_bullish,0
momentum_20,0
range,0
range_pct,0
body,0
body_pct,0
upper_shadow,0
lower_shadow,0
return_1,0
price_ema_fast_dist,0
return_12,0
log_return,0
rsi_normalized,0
rsi_overbought,0
rsi_oversold,0
rsi_divergence,0
ema_cross,0
market_regime,0
