feature,importance
volume_ma,84
sma_50,82
volatility_ma,78
atr_ma,65
bb_lower,41
ema_fast,34
bb_upper,31
volatility,27
momentum_10,24
ema_slow,23
atr,23
price_sma_50_dist,22
ema_cross,22
adx,22
return_24,21
bb_width,17
bb_middle,17
price_bb_lower_dist,15
atr_ratio,13
volatility_ratio,10
return_12,9
price_sma_20_dist,8
stoch_d,6
volume_ratio,4
momentum_convergence,4
atr_normalized,4
price_ema_slow_dist,3
bb_position,3
price_ema_fast_dist,3
ema_cross_pct,3
bb_position_normalized,2
momentum_ratio,2
stoch_k,1
volume_change,1
sma_20,1
return_1,1
return_3,1
range,1
momentum_20,1
price_bb_upper_dist,1
body_pct,1
range_pct,0
signal_convergence,0
strong_trend,0
body,0
stoch_oversold,0
stoch_overbought,0
lower_shadow,0
low_volatility,0
high_volatility,0
upper_shadow,0
ema_cross_signal,0
volume_spike,0
is_bullish,0
return_6,0
log_return,0
bb_breakout_lower,0
bb_breakout_upper,0
market_regime,0
