feature,importance
atr_ma,207
volume_ma,204
volatility_ma,172
volatility,139
sma_50,138
adx,134
bb_upper,131
momentum_convergence,119
ema_fast,107
atr,103
atr_normalized,99
stoch_d,85
ema_slow,84
bb_lower,83
price_sma_50_dist,80
ema_cross,70
atr_ratio,65
bb_width,62
stoch_k,53
bb_middle,51
ema_cross_pct,49
rsi,44
sma_20,39
volatility_ratio,39
price_bb_upper_dist,33
volume_ratio,32
rsi_normalized,30
return_24,29
momentum_ratio,25
return_6,24
momentum_20,20
range,16
bb_position,15
momentum_10,14
return_12,14
range_pct,13
price_bb_lower_dist,12
volume_change,10
price_sma_20_dist,9
price_ema_slow_dist,8
return_3,8
lower_shadow,8
bb_position_normalized,7
rsi_divergence,7
price_ema_fast_dist,6
upper_shadow,6
market_regime,5
strong_trend,4
body,3
body_pct,2
rsi_oversold,1
return_1,1
is_bullish,0
signal_convergence,0
ema_cross_signal,0
volume_spike,0
stoch_oversold,0
rsi_overbought,0
stoch_overbought,0
bb_breakout_upper,0
low_volatility,0
high_volatility,0
log_return,0
bb_breakout_lower,0
