feature,importance
volatility_ma,20
volume_ratio,13
atr_ma,11
bb_lower,7
volume_ma,7
bb_middle,7
adx,7
bb_upper,4
atr,4
momentum_20,4
volatility,4
atr_ratio,4
volatility_ratio,3
rsi_normalized,3
stoch_d,3
bb_width,3
sma_50,3
momentum_convergence,3
price_bb_upper_dist,3
stoch_k,2
price_sma_20_dist,2
return_24,2
atr_normalized,2
price_sma_50_dist,2
volume_change,1
bb_position,1
rsi,1
return_6,1
body_pct,1
range_pct,1
return_12,1
low_volatility,0
stoch_overbought,0
volume_spike,0
high_volatility,0
stoch_oversold,0
strong_trend,0
sma_20,0
signal_convergence,0
bb_position_normalized,0
momentum_ratio,0
return_1,0
momentum_10,0
range,0
body,0
upper_shadow,0
lower_shadow,0
is_bullish,0
return_3,0
bb_breakout_lower,0
log_return,0
rsi_overbought,0
rsi_oversold,0
rsi_divergence,0
price_bb_lower_dist,0
bb_breakout_upper,0
market_regime,0
