feature,importance
volatility_ma,272
sma_50,150
volume_ratio,146
bb_width,126
atr_ma,117
volume_ma,94
price_bb_lower_dist,85
atr_ratio,80
adx,75
bb_upper,59
volatility,59
bb_lower,57
volatility_ratio,54
ema_fast,53
bb_middle,47
atr,35
ema_slow,33
atr_normalized,32
price_sma_20_dist,32
rsi,30
price_sma_50_dist,29
momentum_convergence,29
price_bb_upper_dist,29
ema_cross,21
stoch_d,20
range_pct,20
return_24,19
momentum_20,19
momentum_ratio,17
rsi_normalized,16
ema_cross_pct,15
upper_shadow,15
return_6,12
momentum_10,11
body,9
price_ema_fast_dist,8
return_12,7
bb_position,6
lower_shadow,6
low_volatility,6
stoch_k,5
sma_20,4
price_ema_slow_dist,4
range,4
body_pct,4
return_1,4
return_3,4
market_regime,3
bb_position_normalized,3
signal_convergence,3
volume_change,2
strong_trend,2
volume_spike,1
stoch_oversold,0
is_bullish,0
bb_breakout_lower,0
stoch_overbought,0
bb_breakout_upper,0
rsi_overbought,0
rsi_oversold,0
high_volatility,0
rsi_divergence,0
ema_cross_signal,0
log_return,0
