feature,importance
sma_50,29
sma_20,17
volume_ma,13
macd_strength,12
volatility,11
volatility_ma,10
macd_signal,8
ema_fast,7
atr,7
atr_ma,7
ema_slow,7
return_24,6
price_sma_20_dist,4
adx,4
macd_hist,4
volatility_ratio,3
stoch_d,3
atr_normalized,3
momentum_20,2
stoch_k,2
volume_ratio,2
atr_ratio,2
price_ema_slow_dist,2
macd_hist_change,2
ema_cross,2
macd,2
price_sma_50_dist,2
momentum_convergence,1
return_12,1
upper_shadow,1
range_pct,1
volume_change,1
ema_cross_pct,1
return_6,1
signal_convergence,0
momentum_10,0
stoch_overbought,0
range,0
strong_trend,0
low_volatility,0
stoch_oversold,0
is_bullish,0
high_volatility,0
volume_spike,0
return_1,0
momentum_ratio,0
body,0
body_pct,0
macd_cross_signal,0
price_ema_fast_dist,0
ema_cross_signal,0
log_return,0
lower_shadow,0
return_3,0
market_regime,0
