feature,importance
sma_50,167
volume_ma,141
atr_ma,140
bb_upper,117
bb_middle,116
bb_lower,98
volatility_ma,98
adx,87
volatility,69
bb_width,69
atr_ratio,60
atr,50
price_sma_50_dist,45
return_24,43
atr_normalized,43
price_bb_lower_dist,39
volatility_ratio,28
price_sma_20_dist,26
momentum_20,23
volume_ratio,20
rsi,18
momentum_convergence,17
stoch_d,15
bb_position,14
price_bb_upper_dist,9
bb_position_normalized,7
momentum_10,7
return_12,7
return_6,6
return_3,6
volume_change,5
lower_shadow,4
range,4
range_pct,4
momentum_ratio,4
stoch_k,4
rsi_normalized,3
sma_20,3
upper_shadow,1
signal_convergence,1
body,1
rsi_divergence,1
rsi_oversold,0
high_volatility,0
low_volatility,0
volume_spike,0
body_pct,0
stoch_overbought,0
stoch_oversold,0
is_bullish,0
strong_trend,0
return_1,0
bb_breakout_lower,0
bb_breakout_upper,0
log_return,0
rsi_overbought,0
market_regime,0
