feature,importance
volume_ratio,200
volatility_ma,177
adx,99
macd_strength,88
sma_50,86
macd_signal,78
volume_ma,78
sma_20,70
volatility,69
volatility_ratio,60
ema_fast,56
macd_hist,52
price_sma_50_dist,45
momentum_convergence,37
rsi,36
ema_slow,34
macd,31
momentum_20,27
return_24,25
stoch_d,23
momentum_ratio,22
ema_cross_pct,18
rsi_normalized,18
price_sma_20_dist,17
range_pct,17
return_12,16
range,14
return_3,13
price_ema_fast_dist,11
macd_hist_change,11
upper_shadow,10
price_ema_slow_dist,9
body_pct,9
lower_shadow,9
volume_change,8
ema_cross,7
stoch_k,7
return_1,6
rsi_divergence,6
body,6
momentum_10,6
market_regime,4
return_6,3
signal_convergence,2
high_volatility,0
low_volatility,0
volume_spike,0
macd_cross_signal,0
stoch_overbought,0
stoch_oversold,0
rsi_oversold,0
strong_trend,0
rsi_overbought,0
log_return,0
is_bullish,0
ema_cross_signal,0
