feature,importance
sma_50,126
volatility,87
macd_signal,67
stoch_d,61
atr_ma,59
adx,55
ema_fast,49
volatility_ma,48
return_24,48
ema_slow,46
momentum_convergence,40
sma_20,30
stoch_k,29
momentum_20,27
macd_strength,22
volume_ma,17
lower_shadow,7
macd_hist,3
volatility_ratio,2
return_6,0
volume_spike,0
body,0
high_volatility,0
low_volatility,0
range_pct,0
range,0
stoch_overbought,0
stoch_oversold,0
momentum_10,0
strong_trend,0
atr,0
price_sma_20_dist,0
macd,0
price_sma_50_dist,0
signal_convergence,0
volume_change,0
volume_ratio,0
return_12,0
body_pct,0
return_3,0
log_return,0
ema_cross,0
ema_cross_pct,0
ema_cross_signal,0
price_ema_fast_dist,0
price_ema_slow_dist,0
return_1,0
macd_hist_change,0
macd_cross_signal,0
is_bullish,0
atr_normalized,0
upper_shadow,0
atr_ratio,0
momentum_ratio,0
market_regime,0
