feature,importance
volume_ma,51
sma_50,42
atr_ma,38
volatility_ma,35
bb_upper,28
bb_lower,27
bb_width,24
atr_ratio,20
bb_middle,19
return_24,19
volatility,17
adx,16
atr,13
price_bb_lower_dist,12
price_sma_20_dist,10
volatility_ratio,9
price_sma_50_dist,8
atr_normalized,6
rsi,4
bb_position_normalized,4
momentum_20,4
sma_20,3
momentum_convergence,3
bb_position,3
volume_ratio,2
return_3,2
volume_change,1
stoch_k,1
upper_shadow,1
lower_shadow,1
body,1
range,1
return_6,1
rsi_normalized,1
high_volatility,0
range_pct,0
stoch_oversold,0
stoch_overbought,0
momentum_10,0
stoch_d,0
signal_convergence,0
low_volatility,0
strong_trend,0
return_12,0
body_pct,0
volume_spike,0
log_return,0
momentum_ratio,0
is_bullish,0
bb_breakout_lower,0
bb_breakout_upper,0
return_1,0
price_bb_upper_dist,0
rsi_divergence,0
rsi_oversold,0
rsi_overbought,0
market_regime,0
