feature,importance
adx,23
ema_fast,17
volatility_ma,15
ema_slow,12
sma_50,11
atr_ma,9
atr_ratio,9
macd_signal,9
volatility_ratio,8
return_24,8
volume_ratio,7
macd,5
macd_strength,5
atr_normalized,5
atr,5
volume_ma,5
sma_20,5
volatility,4
price_sma_50_dist,3
price_ema_slow_dist,3
range_pct,3
price_sma_20_dist,3
macd_hist,2
ema_cross,2
momentum_20,2
range,2
price_ema_fast_dist,1
upper_shadow,1
return_12,1
momentum_ratio,1
momentum_convergence,1
ema_cross_pct,0
body_pct,0
stoch_d,0
stoch_overbought,0
stoch_oversold,0
body,0
strong_trend,0
low_volatility,0
momentum_10,0
signal_convergence,0
stoch_k,0
lower_shadow,0
high_volatility,0
ema_cross_signal,0
volume_change,0
volume_spike,0
is_bullish,0
return_1,0
return_3,0
return_6,0
macd_cross_signal,0
macd_hist_change,0
log_return,0
market_regime,0
