feature,importance
sma_50,62
volume_ma,59
volatility_ma,44
volatility,35
volatility_ratio,32
volume_ratio,29
ema_slow,26
macd_strength,24
sma_20,21
price_sma_20_dist,19
upper_shadow,19
macd_hist,19
ema_fast,14
adx,14
return_24,14
momentum_20,12
macd_signal,12
macd,11
lower_shadow,10
stoch_d,10
ema_cross_pct,8
range,8
return_12,8
return_3,7
ema_cross,5
momentum_convergence,4
volume_change,3
body_pct,3
range_pct,3
momentum_10,3
price_ema_slow_dist,3
price_sma_50_dist,3
stoch_k,2
momentum_ratio,2
rsi,1
macd_hist_change,1
price_ema_fast_dist,1
rsi_divergence,1
return_6,1
body,1
rsi_normalized,1
strong_trend,0
signal_convergence,0
stoch_oversold,0
stoch_overbought,0
ema_cross_signal,0
low_volatility,0
high_volatility,0
volume_spike,0
macd_cross_signal,0
rsi_oversold,0
rsi_overbought,0
log_return,0
return_1,0
is_bullish,0
market_regime,0
