feature,importance
volume_ma,112
sma_50,104
volatility_ma,97
adx,94
bb_upper,74
atr_ma,70
atr,64
macd_hist,61
bb_lower,57
atr_ratio,52
bb_width,49
volatility_ratio,45
volume_ratio,43
atr_normalized,42
volatility,40
macd_strength,39
return_24,38
macd_signal,36
ema_fast,34
price_bb_lower_dist,34
bb_middle,32
momentum_ratio,29
macd,26
stoch_d,24
price_sma_50_dist,23
ema_slow,22
volume_change,21
momentum_convergence,21
lower_shadow,20
ema_cross_pct,20
macd_hist_change,20
range,18
return_6,16
momentum_20,13
price_ema_slow_dist,13
stoch_k,12
range_pct,12
price_bb_upper_dist,11
rsi,11
bb_position,11
upper_shadow,11
body,10
ema_cross,10
body_pct,9
rsi_normalized,8
momentum_10,7
sma_20,6
return_3,5
return_12,5
signal_convergence,4
rsi_divergence,4
bb_position_normalized,3
price_ema_fast_dist,3
return_1,2
price_sma_20_dist,2
market_regime,1
rsi_oversold,0
bb_breakout_lower,0
macd_cross_signal,0
ema_cross_signal,0
strong_trend,0
volume_spike,0
log_return,0
stoch_overbought,0
rsi_overbought,0
is_bullish,0
low_volatility,0
high_volatility,0
bb_breakout_upper,0
stoch_oversold,0
