feature,importance
volume_ma,51
sma_50,48
atr_ma,44
ema_fast,42
volatility_ma,41
ema_slow,35
momentum_convergence,33
macd_signal,31
volatility,31
adx,24
sma_20,23
stoch_d,23
atr_ratio,17
atr_normalized,15
volatility_ratio,11
macd_hist,11
atr,10
return_24,9
macd_strength,9
volume_ratio,8
macd,8
stoch_k,7
price_sma_50_dist,6
range,6
momentum_20,6
ema_cross,5
momentum_10,5
momentum_ratio,4
ema_cross_pct,4
return_12,4
price_ema_slow_dist,3
range_pct,3
price_ema_fast_dist,3
strong_trend,2
return_6,2
body_pct,1
return_3,1
lower_shadow,1
price_sma_20_dist,1
return_1,1
signal_convergence,0
stoch_oversold,0
stoch_overbought,0
body,0
low_volatility,0
high_volatility,0
volume_change,0
volume_spike,0
upper_shadow,0
macd_cross_signal,0
macd_hist_change,0
is_bullish,0
ema_cross_signal,0
log_return,0
market_regime,0
