feature,importance
volume_ratio,24
sma_50,14
macd_signal,14
atr_ma,14
adx,13
atr_ratio,12
volatility_ratio,10
bb_lower,10
volatility,10
momentum_convergence,9
volume_ma,9
volatility_ma,8
macd_hist,6
atr_normalized,6
bb_width,6
macd,6
ema_fast,6
momentum_ratio,5
rsi_divergence,5
rsi,5
body_pct,4
ema_slow,4
return_24,4
range_pct,3
price_bb_lower_dist,3
range,3
stoch_d,3
atr,3
price_ema_fast_dist,2
upper_shadow,2
price_bb_upper_dist,2
macd_strength,2
ema_cross_pct,2
sma_20,2
rsi_normalized,2
price_sma_20_dist,2
return_3,1
stoch_k,1
momentum_10,1
momentum_20,1
bb_middle,1
body,1
price_sma_50_dist,1
bb_upper,1
return_1,1
return_12,1
bb_position,1
macd_cross_signal,0
ema_cross,0
signal_convergence,0
return_6,0
log_return,0
rsi_overbought,0
strong_trend,0
rsi_oversold,0
stoch_oversold,0
stoch_overbought,0
is_bullish,0
low_volatility,0
macd_hist_change,0
high_volatility,0
ema_cross_signal,0
price_ema_slow_dist,0
volume_change,0
volume_spike,0
lower_shadow,0
bb_position_normalized,0
bb_breakout_upper,0
bb_breakout_lower,0
market_regime,0
