feature,importance
sma_50,86
volatility_ratio,76
volatility_ma,69
bb_lower,54
volume_ma,47
macd_signal,46
ema_slow,41
volatility,40
atr_ma,39
bb_width,37
adx,37
volume_ratio,35
bb_upper,33
ema_fast,31
macd_hist,23
macd_strength,22
bb_middle,21
return_24,20
atr,18
macd,16
momentum_ratio,16
atr_ratio,16
price_bb_lower_dist,16
price_bb_upper_dist,15
momentum_20,14
return_12,14
rsi,13
stoch_d,11
atr_normalized,11
momentum_convergence,11
ema_cross_pct,9
rsi_normalized,9
price_sma_50_dist,8
stoch_k,8
sma_20,6
range_pct,6
price_sma_20_dist,6
range,5
ema_cross,3
bb_position_normalized,3
return_6,3
market_regime,2
bb_position,2
price_ema_fast_dist,2
momentum_10,2
high_volatility,1
body,1
volume_change,1
body_pct,1
lower_shadow,1
upper_shadow,1
price_ema_slow_dist,1
macd_hist_change,1
log_return,1
stoch_oversold,0
signal_convergence,0
rsi_divergence,0
ema_cross_signal,0
strong_trend,0
bb_breakout_upper,0
stoch_overbought,0
rsi_oversold,0
bb_breakout_lower,0
return_3,0
low_volatility,0
macd_cross_signal,0
return_1,0
is_bullish,0
volume_spike,0
rsi_overbought,0
