feature,importance
volatility_ma,29
volume_ma,29
sma_50,24
volatility,20
macd_strength,16
volume_ratio,10
macd_signal,9
ema_fast,9
return_24,7
macd,6
price_sma_20_dist,6
sma_20,5
macd_hist,5
ema_slow,4
price_sma_50_dist,4
price_ema_slow_dist,3
rsi,3
adx,3
ema_cross_pct,2
volatility_ratio,2
momentum_20,2
return_12,2
stoch_k,1
stoch_d,1
ema_cross,1
price_ema_fast_dist,1
upper_shadow,1
macd_hist_change,1
volume_change,1
momentum_ratio,1
momentum_convergence,1
return_3,1
low_volatility,0
high_volatility,0
stoch_overbought,0
stoch_oversold,0
strong_trend,0
signal_convergence,0
ema_cross_signal,0
volume_spike,0
is_bullish,0
momentum_10,0
range,0
range_pct,0
body,0
body_pct,0
lower_shadow,0
return_1,0
macd_cross_signal,0
return_6,0
log_return,0
rsi_normalized,0
rsi_overbought,0
rsi_oversold,0
rsi_divergence,0
market_regime,0
