feature,importance
volatility_ma,38
atr_ma,28
sma_50,25
bb_upper,19
bb_lower,18
volume_ratio,18
atr_ratio,16
price_bb_upper_dist,15
bb_width,13
volume_ma,13
ema_fast,12
stoch_d,12
ema_slow,12
volatility_ratio,11
volatility,10
adx,9
ema_cross,8
return_24,8
momentum_20,7
momentum_convergence,6
atr_normalized,5
ema_cross_pct,4
price_bb_lower_dist,4
price_sma_20_dist,3
momentum_10,3
price_sma_50_dist,3
bb_middle,3
bb_position_normalized,2
momentum_ratio,2
stoch_k,2
bb_position,2
range_pct,2
return_12,2
price_ema_slow_dist,1
upper_shadow,1
range,1
sma_20,1
return_3,1
body,1
price_ema_fast_dist,1
signal_convergence,0
atr,0
strong_trend,0
stoch_oversold,0
stoch_overbought,0
body_pct,0
high_volatility,0
low_volatility,0
lower_shadow,0
is_bullish,0
volume_change,0
volume_spike,0
return_1,0
return_6,0
log_return,0
ema_cross_signal,0
bb_breakout_lower,0
bb_breakout_upper,0
market_regime,0
