feature,importance
atr_ma,37
adx,35
sma_50,21
volatility,21
macd_signal,18
volatility_ratio,18
volume_ma,17
stoch_d,16
volatility_ma,16
bb_upper,15
momentum_convergence,15
bb_middle,12
atr_normalized,10
ema_fast,10
atr_ratio,9
price_sma_50_dist,8
rsi,8
bb_width,7
ema_slow,7
volume_ratio,6
atr,6
return_24,5
momentum_10,4
macd_strength,4
bb_lower,4
rsi_normalized,4
price_bb_upper_dist,4
price_ema_slow_dist,3
range_pct,3
range,3
momentum_ratio,3
price_bb_lower_dist,3
stoch_k,2
macd,2
price_ema_fast_dist,1
momentum_20,1
bb_position,1
bb_position_normalized,1
ema_cross_pct,1
ema_cross,1
sma_20,1
macd_hist,1
return_12,1
return_3,1
signal_convergence,1
body_pct,1
high_volatility,0
lower_shadow,0
low_volatility,0
stoch_overbought,0
strong_trend,0
price_sma_20_dist,0
stoch_oversold,0
macd_cross_signal,0
volume_change,0
volume_spike,0
body,0
is_bullish,0
macd_hist_change,0
bb_breakout_lower,0
bb_breakout_upper,0
upper_shadow,0
ema_cross_signal,0
rsi_divergence,0
rsi_oversold,0
rsi_overbought,0
log_return,0
return_6,0
return_1,0
market_regime,0
