feature,importance
sma_50,12
atr,7
macd_signal,5
volume_ma,5
atr_ratio,5
atr_normalized,4
adx,4
return_6,4
bb_lower,4
bb_middle,4
atr_ma,4
ema_cross,3
volatility_ratio,3
stoch_k,3
macd_strength,3
volume_ratio,2
volatility_ma,2
bb_width,2
price_sma_50_dist,2
momentum_20,2
upper_shadow,1
volatility,1
macd_hist_change,1
macd_hist,1
momentum_ratio,1
price_bb_upper_dist,1
macd,1
bb_position,1
ema_fast,1
price_ema_slow_dist,1
volume_change,1
rsi_normalized,1
return_24,1
body_pct,1
return_3,1
price_sma_20_dist,0
stoch_oversold,0
volume_spike,0
high_volatility,0
low_volatility,0
sma_20,0
momentum_convergence,0
strong_trend,0
stoch_overbought,0
signal_convergence,0
stoch_d,0
rsi,0
macd_cross_signal,0
return_12,0
ema_slow,0
bb_upper,0
momentum_10,0
range,0
range_pct,0
body,0
lower_shadow,0
is_bullish,0
return_1,0
log_return,0
bb_breakout_lower,0
rsi_overbought,0
rsi_oversold,0
rsi_divergence,0
ema_cross_pct,0
ema_cross_signal,0
price_ema_fast_dist,0
bb_position_normalized,0
price_bb_lower_dist,0
bb_breakout_upper,0
market_regime,0
