feature,importance
atr_ma,24
volume_ma,21
sma_50,18
volatility_ma,15
bb_lower,12
bb_width,11
volatility,10
bb_middle,7
return_24,7
atr,6
bb_upper,5
adx,5
price_sma_50_dist,4
atr_ratio,4
return_6,3
price_bb_lower_dist,3
bb_position_normalized,3
volume_ratio,2
price_sma_20_dist,2
rsi_normalized,2
momentum_20,2
stoch_d,2
momentum_convergence,1
volatility_ratio,1
sma_20,1
price_bb_upper_dist,1
rsi,1
lower_shadow,1
return_3,1
return_1,1
high_volatility,0
signal_convergence,0
momentum_10,0
range,0
range_pct,0
body,0
strong_trend,0
body_pct,0
stoch_oversold,0
stoch_overbought,0
upper_shadow,0
stoch_k,0
low_volatility,0
bb_position,0
rsi_divergence,0
is_bullish,0
volume_change,0
volume_spike,0
momentum_ratio,0
return_12,0
log_return,0
atr_normalized,0
bb_breakout_lower,0
bb_breakout_upper,0
rsi_overbought,0
rsi_oversold,0
market_regime,0
