feature,importance
volume_ma,244
atr_ma,182
sma_50,158
volatility_ma,158
volatility,147
bb_upper,136
adx,132
ema_fast,115
bb_lower,108
atr,101
bb_width,100
macd_strength,90
return_24,85
macd_signal,82
volatility_ratio,77
bb_middle,74
atr_ratio,74
atr_normalized,71
ema_slow,70
macd,57
price_bb_lower_dist,55
macd_hist,54
volume_ratio,51
price_sma_50_dist,44
momentum_convergence,43
macd_hist_change,39
ema_cross,34
rsi,34
stoch_k,32
ema_cross_pct,30
return_6,27
momentum_20,27
stoch_d,26
upper_shadow,25
momentum_ratio,24
price_bb_upper_dist,22
price_ema_slow_dist,21
price_sma_20_dist,17
sma_20,16
bb_position,15
range_pct,15
return_3,15
lower_shadow,15
range,14
return_12,12
momentum_10,12
volume_change,10
price_ema_fast_dist,9
body_pct,9
body,8
bb_position_normalized,6
rsi_divergence,6
return_1,5
rsi_normalized,4
signal_convergence,1
market_regime,1
log_return,1
high_volatility,0
low_volatility,0
volume_spike,0
is_bullish,0
stoch_overbought,0
stoch_oversold,0
macd_cross_signal,0
strong_trend,0
bb_breakout_lower,0
bb_breakout_upper,0
ema_cross_signal,0
rsi_overbought,0
rsi_oversold,0
