feature,importance
atr_ma,49
volume_ma,33
sma_50,33
bb_middle,27
bb_lower,22
adx,20
bb_upper,19
atr,19
volatility_ma,19
price_sma_50_dist,19
volatility,17
stoch_d,12
momentum_convergence,12
volatility_ratio,10
atr_ratio,5
atr_normalized,5
momentum_20,5
bb_width,4
return_24,3
rsi,3
volume_ratio,3
price_bb_upper_dist,3
momentum_ratio,2
stoch_k,2
sma_20,2
range,2
price_bb_lower_dist,1
signal_convergence,1
bb_position_normalized,1
return_6,1
bb_position,0
low_volatility,0
momentum_10,0
range_pct,0
body,0
price_sma_20_dist,0
body_pct,0
strong_trend,0
upper_shadow,0
stoch_oversold,0
stoch_overbought,0
lower_shadow,0
is_bullish,0
high_volatility,0
rsi_divergence,0
return_1,0
return_3,0
volume_change,0
volume_spike,0
return_12,0
log_return,0
rsi_normalized,0
rsi_overbought,0
rsi_oversold,0
bb_breakout_lower,0
bb_breakout_upper,0
market_regime,0
