feature,importance
volume_ma,51
sma_50,50
atr_ma,44
volatility_ma,35
bb_upper,35
bb_lower,30
atr_ratio,27
bb_width,25
ema_fast,20
adx,20
ema_cross,20
volatility,17
atr,16
ema_slow,14
bb_middle,14
price_bb_lower_dist,13
atr_normalized,11
return_24,10
volatility_ratio,10
momentum_20,8
price_ema_slow_dist,7
ema_cross_pct,7
volume_ratio,7
price_sma_20_dist,6
price_bb_upper_dist,4
bb_position_normalized,4
price_sma_50_dist,4
stoch_d,4
rsi,3
return_3,2
price_ema_fast_dist,2
upper_shadow,2
momentum_10,2
bb_position,2
lower_shadow,2
return_12,2
range_pct,2
momentum_convergence,2
rsi_divergence,1
volume_change,1
momentum_ratio,1
return_6,1
rsi_normalized,1
signal_convergence,1
strong_trend,0
stoch_k,0
sma_20,0
body,0
stoch_oversold,0
range,0
stoch_overbought,0
body_pct,0
volume_spike,0
low_volatility,0
high_volatility,0
ema_cross_signal,0
is_bullish,0
return_1,0
bb_breakout_lower,0
bb_breakout_upper,0
log_return,0
rsi_overbought,0
rsi_oversold,0
market_regime,0
