feature,importance
atr_ma,14
volume_ma,13
sma_50,11
volatility_ma,9
bb_width,8
volatility,7
atr_ratio,6
adx,6
price_bb_lower_dist,5
return_24,4
atr,4
return_6,4
ema_cross,3
momentum_convergence,3
momentum_20,3
ema_slow,3
bb_middle,3
ema_cross_pct,2
bb_upper,2
bb_lower,2
volatility_ratio,2
bb_position,2
ema_fast,2
price_ema_slow_dist,2
return_12,2
lower_shadow,2
range,2
volume_ratio,2
price_ema_fast_dist,1
atr_normalized,1
momentum_10,1
price_sma_50_dist,1
upper_shadow,1
stoch_k,1
low_volatility,0
stoch_overbought,0
high_volatility,0
signal_convergence,0
strong_trend,0
sma_20,0
volume_change,0
price_sma_20_dist,0
stoch_d,0
volume_spike,0
stoch_oversold,0
rsi,0
momentum_ratio,0
bb_breakout_lower,0
range_pct,0
body,0
body_pct,0
is_bullish,0
return_1,0
return_3,0
log_return,0
rsi_normalized,0
rsi_overbought,0
rsi_oversold,0
rsi_divergence,0
ema_cross_signal,0
bb_position_normalized,0
price_bb_upper_dist,0
bb_breakout_upper,0
market_regime,0
