feature,importance
volume_ma,191
volatility_ma,162
adx,155
sma_50,101
macd_signal,80
volatility,74
volatility_ratio,68
macd_strength,61
ema_fast,55
macd,50
return_6,48
return_24,45
macd_hist,44
sma_20,33
ema_slow,29
ema_cross_pct,26
price_sma_50_dist,23
momentum_convergence,18
price_sma_20_dist,17
stoch_d,17
stoch_k,17
price_ema_slow_dist,15
return_12,15
momentum_20,14
momentum_ratio,13
rsi,12
momentum_10,9
return_3,8
volume_ratio,7
range,6
price_ema_fast_dist,5
upper_shadow,5
body,3
macd_hist_change,3
ema_cross,3
strong_trend,3
body_pct,3
market_regime,2
rsi_divergence,2
range_pct,2
rsi_normalized,1
signal_convergence,1
lower_shadow,1
volume_spike,0
is_bullish,0
return_1,0
log_return,0
stoch_oversold,0
volume_change,0
stoch_overbought,0
rsi_overbought,0
rsi_oversold,0
low_volatility,0
high_volatility,0
macd_cross_signal,0
ema_cross_signal,0
