feature,importance
volatility_ma,45
atr_ma,39
sma_50,37
price_bb_upper_dist,22
volume_ratio,22
volume_ma,22
adx,21
bb_upper,20
bb_lower,18
return_24,15
ema_fast,15
stoch_d,14
ema_slow,12
bb_width,11
atr_ratio,10
volatility_ratio,9
volatility,8
ema_cross,8
bb_middle,8
price_bb_lower_dist,7
return_12,5
atr_normalized,5
momentum_convergence,5
ema_cross_pct,4
momentum_ratio,3
price_sma_50_dist,3
momentum_20,3
momentum_10,3
price_sma_20_dist,2
atr,2
volume_change,1
sma_20,1
stoch_k,1
bb_position,1
price_ema_slow_dist,1
price_ema_fast_dist,1
range,1
range_pct,1
body_pct,1
upper_shadow,1
bb_breakout_lower,0
lower_shadow,0
signal_convergence,0
body,0
strong_trend,0
stoch_oversold,0
stoch_overbought,0
low_volatility,0
is_bullish,0
bb_breakout_upper,0
high_volatility,0
return_1,0
return_3,0
return_6,0
volume_spike,0
log_return,0
ema_cross_signal,0
bb_position_normalized,0
market_regime,0
