feature,importance
bb_upper,405
atr_ma,213
atr_normalized,204
bb_lower,158
atr_ratio,157
macd_strength,149
atr,141
range_pct,111
ema_fast,111
rsi,92
macd_signal,71
macd_hist,54
price_bb_lower_dist,53
bb_middle,51
rsi_normalized,42
ema_slow,40
macd,33
macd_hist_change,25
body_pct,25
body,25
bb_position,21
ema_cross_pct,19
upper_shadow,17
price_ema_slow_dist,15
price_ema_fast_dist,14
ema_cross,11
bb_width,9
price_bb_upper_dist,9
bb_position_normalized,7
rsi_divergence,7
lower_shadow,3
signal_convergence,1
ema_cross_signal,0
bb_breakout_upper,0
bb_breakout_lower,0
rsi_oversold,0
macd_cross_signal,0
rsi_overbought,0
is_bullish,0
range,0
