feature,importance
adx,8
volatility_ma,8
bb_middle,7
atr_normalized,6
volume_ma,6
sma_50,3
bb_width,3
bb_upper,3
price_sma_50_dist,2
volatility,2
volatility_ratio,2
return_24,2
return_12,2
atr_ratio,1
volume_change,1
price_bb_upper_dist,1
return_6,1
return_3,1
atr,1
stoch_k,0
stoch_d,0
stoch_overbought,0
low_volatility,0
high_volatility,0
stoch_oversold,0
strong_trend,0
sma_20,0
price_sma_20_dist,0
volume_spike,0
signal_convergence,0
volume_ratio,0
momentum_convergence,0
momentum_ratio,0
rsi,0
bb_position_normalized,0
atr_ma,0
bb_breakout_lower,0
bb_lower,0
momentum_10,0
momentum_20,0
range,0
range_pct,0
body,0
body_pct,0
upper_shadow,0
lower_shadow,0
is_bullish,0
return_1,0
log_return,0
rsi_normalized,0
rsi_overbought,0
rsi_oversold,0
rsi_divergence,0
bb_position,0
price_bb_lower_dist,0
bb_breakout_upper,0
market_regime,0
