feature,importance
atr_ma,58
volume_ma,39
volatility,34
ema_fast,33
bb_upper,32
adx,31
sma_50,31
momentum_convergence,28
volatility_ma,27
bb_lower,25
atr,20
bb_width,19
price_sma_50_dist,19
ema_slow,13
atr_ratio,11
ema_cross,11
stoch_d,10
return_24,10
bb_middle,10
atr_normalized,8
momentum_10,7
volume_ratio,6
price_bb_upper_dist,6
volatility_ratio,6
strong_trend,4
return_6,4
lower_shadow,3
volume_change,3
momentum_20,3
rsi_normalized,2
ema_cross_pct,2
price_bb_lower_dist,2
range,1
price_ema_fast_dist,1
return_3,1
price_sma_20_dist,1
stoch_k,1
sma_20,1
high_volatility,0
signal_convergence,0
low_volatility,0
stoch_overbought,0
stoch_oversold,0
volume_spike,0
rsi,0
price_ema_slow_dist,0
momentum_ratio,0
bb_breakout_lower,0
range_pct,0
body,0
body_pct,0
upper_shadow,0
is_bullish,0
return_1,0
return_12,0
log_return,0
rsi_overbought,0
rsi_oversold,0
rsi_divergence,0
ema_cross_signal,0
bb_position,0
bb_position_normalized,0
bb_breakout_upper,0
market_regime,0
