feature,importance
volume_ma,296
sma_50,226
atr_ma,225
volatility_ma,181
bb_upper,159
volatility,157
adx,146
ema_fast,144
bb_lower,141
atr_ratio,123
bb_width,123
return_24,122
ema_slow,108
ema_cross,106
bb_middle,99
atr,94
volatility_ratio,93
atr_normalized,87
momentum_20,77
volume_ratio,73
momentum_convergence,71
price_bb_lower_dist,70
price_sma_50_dist,62
ema_cross_pct,61
volume_change,37
stoch_d,35
sma_20,33
price_ema_slow_dist,31
price_bb_upper_dist,30
momentum_ratio,25
rsi,25
momentum_10,25
price_sma_20_dist,24
price_ema_fast_dist,23
range,23
bb_position,22
rsi_normalized,19
return_12,19
lower_shadow,18
return_3,16
bb_position_normalized,16
stoch_k,16
return_6,16
upper_shadow,15
range_pct,12
body_pct,8
return_1,5
body,5
signal_convergence,4
rsi_divergence,3
strong_trend,2
market_regime,2
low_volatility,0
high_volatility,0
stoch_overbought,0
stoch_oversold,0
ema_cross_signal,0
volume_spike,0
log_return,0
bb_breakout_lower,0
bb_breakout_upper,0
rsi_overbought,0
rsi_oversold,0
is_bullish,0
