feature,importance
atr_ma,43
bb_upper,26
volatility_ma,23
volume_ma,22
ema_fast,21
momentum_convergence,18
adx,15
stoch_d,13
sma_50,13
bb_middle,12
ema_cross,11
bb_lower,10
atr_normalized,10
atr,9
ema_slow,8
price_sma_50_dist,7
volatility,6
ema_cross_pct,6
atr_ratio,6
price_bb_upper_dist,5
bb_width,5
sma_20,2
price_sma_20_dist,2
return_6,2
volatility_ratio,2
return_24,2
momentum_20,2
stoch_k,2
bb_position_normalized,1
price_bb_lower_dist,1
return_12,1
price_ema_fast_dist,1
strong_trend,1
range,1
volume_ratio,1
low_volatility,0
high_volatility,0
volume_change,0
stoch_overbought,0
stoch_oversold,0
signal_convergence,0
bb_position,0
volume_spike,0
is_bullish,0
momentum_10,0
range_pct,0
body,0
body_pct,0
upper_shadow,0
lower_shadow,0
return_1,0
momentum_ratio,0
return_3,0
log_return,0
ema_cross_signal,0
price_ema_slow_dist,0
bb_breakout_upper,0
bb_breakout_lower,0
market_regime,0
