feature,importance
sma_50,185
volume_ma,185
atr_ma,171
bb_middle,148
volatility_ma,126
bb_upper,124
volatility,119
bb_lower,113
bb_width,113
adx,103
atr_ratio,96
price_sma_50_dist,65
atr,62
return_24,61
atr_normalized,55
price_bb_lower_dist,50
volatility_ratio,50
momentum_convergence,45
stoch_d,38
price_bb_upper_dist,37
momentum_20,35
volume_ratio,34
rsi,24
price_sma_20_dist,21
stoch_k,19
bb_position,18
return_6,17
range_pct,17
momentum_10,17
upper_shadow,16
momentum_ratio,16
return_12,16
return_3,12
range,11
lower_shadow,10
rsi_normalized,9
return_1,8
volume_change,6
bb_position_normalized,5
body_pct,5
sma_20,4
body,3
strong_trend,1
volume_spike,0
bb_breakout_lower,0
signal_convergence,0
is_bullish,0
log_return,0
stoch_oversold,0
stoch_overbought,0
rsi_overbought,0
rsi_oversold,0
low_volatility,0
high_volatility,0
rsi_divergence,0
bb_breakout_upper,0
market_regime,0
