feature,importance
ema_fast,34
volume_ma,27
sma_50,22
volatility_ma,18
volatility,15
macd_strength,15
ema_cross_pct,15
adx,14
ema_slow,14
macd_signal,10
sma_20,10
volatility_ratio,10
price_sma_50_dist,9
macd_hist,9
macd,8
return_24,6
price_sma_20_dist,5
momentum_ratio,5
momentum_10,5
volume_ratio,4
stoch_k,4
return_6,4
rsi,3
volume_change,3
stoch_d,3
price_ema_fast_dist,2
momentum_20,2
range,2
body,2
macd_hist_change,2
rsi_divergence,2
upper_shadow,1
return_12,1
body_pct,1
lower_shadow,1
momentum_convergence,1
range_pct,1
return_1,1
stoch_oversold,0
stoch_overbought,0
signal_convergence,0
strong_trend,0
low_volatility,0
ema_cross_signal,0
high_volatility,0
volume_spike,0
macd_cross_signal,0
price_ema_slow_dist,0
ema_cross,0
rsi_oversold,0
rsi_overbought,0
rsi_normalized,0
log_return,0
return_3,0
is_bullish,0
market_regime,0
