feature,importance
sma_50,182
atr_ma,116
ema_fast,100
ema_slow,91
volume_ma,83
adx,82
macd_signal,69
volatility,68
sma_20,57
volatility_ma,55
atr,38
volatility_ratio,32
price_sma_50_dist,26
atr_ratio,25
macd,25
macd_strength,23
return_24,17
atr_normalized,16
stoch_d,15
ema_cross_pct,14
momentum_convergence,12
macd_hist,12
volume_ratio,11
stoch_k,10
ema_cross,9
momentum_ratio,6
price_sma_20_dist,6
price_ema_slow_dist,4
return_12,4
momentum_10,3
strong_trend,3
range_pct,3
market_regime,3
price_ema_fast_dist,2
macd_hist_change,2
volume_change,1
lower_shadow,1
return_3,1
upper_shadow,1
momentum_20,1
range,1
return_6,1
stoch_oversold,0
signal_convergence,0
ema_cross_signal,0
macd_cross_signal,0
is_bullish,0
stoch_overbought,0
return_1,0
low_volatility,0
high_volatility,0
body_pct,0
log_return,0
volume_spike,0
body,0
