feature,importance
volume_ma,182
atr_ma,170
adx,129
volatility_ma,123
sma_50,121
ema_fast,117
volatility,102
bb_upper,96
atr_ratio,91
momentum_convergence,91
bb_lower,78
bb_width,74
atr,73
atr_normalized,68
ema_slow,65
price_sma_50_dist,63
bb_middle,55
stoch_d,54
volatility_ratio,53
ema_cross,42
volume_ratio,41
return_24,41
price_bb_upper_dist,26
ema_cross_pct,24
momentum_20,22
sma_20,19
momentum_ratio,16
strong_trend,15
return_6,14
rsi,13
price_bb_lower_dist,12
price_sma_20_dist,11
momentum_10,11
rsi_divergence,9
price_ema_fast_dist,8
volume_change,8
upper_shadow,8
stoch_k,8
market_regime,7
return_12,7
return_3,7
body,5
rsi_normalized,5
lower_shadow,5
price_ema_slow_dist,4
bb_position_normalized,4
range,4
range_pct,4
body_pct,4
signal_convergence,2
bb_position,1
log_return,1
return_1,1
stoch_oversold,0
is_bullish,0
bb_breakout_lower,0
stoch_overbought,0
bb_breakout_upper,0
high_volatility,0
volume_spike,0
rsi_overbought,0
rsi_oversold,0
ema_cross_signal,0
low_volatility,0
