feature,importance
volume_ma,214
sma_50,189
atr_ma,168
adx,139
volatility_ma,137
ema_fast,134
volatility,133
macd_signal,126
bb_upper,116
bb_lower,96
bb_width,90
momentum_convergence,73
bb_middle,70
ema_slow,70
atr_normalized,70
macd_strength,70
volatility_ratio,69
atr,62
atr_ratio,60
price_sma_50_dist,57
volume_ratio,47
macd_hist,47
stoch_d,45
momentum_ratio,37
macd,35
return_24,33
rsi,31
stoch_k,30
price_bb_upper_dist,22
return_6,22
return_12,22
momentum_20,20
price_bb_lower_dist,18
ema_cross,18
ema_cross_pct,17
sma_20,16
range,15
volume_change,12
upper_shadow,11
macd_hist_change,11
return_3,10
rsi_normalized,9
price_ema_slow_dist,9
range_pct,8
body,7
lower_shadow,7
bb_position,6
rsi_divergence,6
price_sma_20_dist,6
return_1,5
momentum_10,5
price_ema_fast_dist,5
body_pct,5
strong_trend,3
signal_convergence,3
market_regime,2
bb_position_normalized,2
high_volatility,0
low_volatility,0
volume_spike,0
is_bullish,0
stoch_overbought,0
stoch_oversold,0
rsi_oversold,0
macd_cross_signal,0
log_return,0
bb_breakout_lower,0
bb_breakout_upper,0
ema_cross_signal,0
rsi_overbought,0
