feature,importance
volume_ma,43
sma_50,36
atr_ma,34
atr,21
bb_middle,20
price_bb_lower_dist,18
bb_width,17
volatility_ma,16
adx,16
atr_ratio,11
bb_lower,11
volatility_ratio,10
bb_upper,8
volatility,6
price_bb_upper_dist,6
lower_shadow,6
atr_normalized,5
return_24,5
sma_20,4
volume_ratio,4
momentum_10,4
momentum_20,4
return_6,3
return_3,3
price_sma_20_dist,3
momentum_convergence,3
return_12,2
stoch_k,2
price_sma_50_dist,2
body_pct,2
range_pct,1
bb_position,1
upper_shadow,1
rsi,1
stoch_d,0
signal_convergence,0
stoch_overbought,0
low_volatility,0
stoch_oversold,0
strong_trend,0
high_volatility,0
bb_position_normalized,0
volume_change,0
volume_spike,0
momentum_ratio,0
bb_breakout_lower,0
bb_breakout_upper,0
rsi_divergence,0
rsi_oversold,0
rsi_overbought,0
rsi_normalized,0
log_return,0
return_1,0
is_bullish,0
body,0
range,0
market_regime,0
