feature,importance
volume_ma,295
adx,238
atr_ma,220
volatility_ma,190
sma_50,168
ema_fast,162
volatility,156
bb_upper,142
atr_ratio,124
momentum_convergence,123
atr,120
bb_lower,115
atr_normalized,111
bb_width,104
volatility_ratio,94
price_sma_50_dist,93
volume_ratio,91
stoch_d,89
ema_cross,82
ema_slow,74
bb_middle,73
return_24,72
price_bb_upper_dist,59
ema_cross_pct,51
range,50
momentum_ratio,46
price_bb_lower_dist,41
lower_shadow,40
momentum_20,40
stoch_k,36
return_6,35
momentum_10,35
rsi,33
return_3,30
return_12,27
price_ema_fast_dist,26
volume_change,24
sma_20,24
range_pct,24
rsi_divergence,21
rsi_normalized,20
upper_shadow,18
body,15
return_1,12
bb_position,11
strong_trend,11
bb_position_normalized,10
price_sma_20_dist,10
price_ema_slow_dist,9
market_regime,9
body_pct,7
ema_cross_signal,1
log_return,1
volume_spike,0
high_volatility,0
low_volatility,0
bb_breakout_lower,0
bb_breakout_upper,0
stoch_overbought,0
stoch_oversold,0
rsi_oversold,0
rsi_overbought,0
is_bullish,0
signal_convergence,0
