feature,importance
bb_lower,26
volatility_ma,17
ema_fast,17
adx,17
momentum_convergence,16
sma_50,14
macd_signal,14
volatility_ratio,13
volume_ratio,12
price_sma_50_dist,11
atr_ratio,11
volatility,11
volume_ma,11
atr_ma,10
bb_middle,9
bb_width,8
macd_strength,7
price_ema_slow_dist,7
atr,6
atr_normalized,6
ema_slow,6
macd_hist,5
price_ema_fast_dist,4
momentum_ratio,4
return_12,4
macd_hist_change,4
sma_20,3
price_sma_20_dist,3
rsi,3
lower_shadow,3
bb_upper,3
signal_convergence,2
macd,2
momentum_10,2
range_pct,2
upper_shadow,2
return_3,2
return_6,1
range,1
stoch_k,1
body,1
volume_change,1
ema_cross,1
rsi_divergence,1
ema_cross_pct,1
price_bb_upper_dist,1
bb_position_normalized,1
macd_cross_signal,0
bb_position,0
ema_cross_signal,0
rsi_oversold,0
rsi_overbought,0
momentum_20,0
strong_trend,0
rsi_normalized,0
stoch_oversold,0
stoch_overbought,0
stoch_d,0
low_volatility,0
return_24,0
high_volatility,0
price_bb_lower_dist,0
volume_spike,0
body_pct,0
bb_breakout_upper,0
bb_breakout_lower,0
is_bullish,0
return_1,0
log_return,0
market_regime,0
