feature,importance
ema_slow,6
volatility_ratio,6
volume_ma,6
volatility_ma,5
volatility,4
atr_ma,4
adx,4
sma_20,3
stoch_d,3
macd_signal,3
ema_fast,3
sma_50,2
atr,2
price_sma_50_dist,2
macd_strength,2
return_24,1
stoch_k,1
momentum_convergence,1
atr_ratio,1
macd_hist,1
return_12,0
stoch_oversold,0
body_pct,0
high_volatility,0
low_volatility,0
body,0
range_pct,0
stoch_overbought,0
range,0
volume_change,0
strong_trend,0
momentum_20,0
price_sma_20_dist,0
momentum_10,0
macd,0
signal_convergence,0
upper_shadow,0
volume_spike,0
log_return,0
macd_hist_change,0
ema_cross,0
ema_cross_pct,0
ema_cross_signal,0
price_ema_fast_dist,0
price_ema_slow_dist,0
return_6,0
macd_cross_signal,0
volume_ratio,0
return_3,0
atr_normalized,0
return_1,0
is_bullish,0
momentum_ratio,0
lower_shadow,0
market_regime,0
