feature,importance
sma_50,98
volatility,64
stoch_d,63
macd_signal,61
atr_ma,40
ema_fast,37
adx,36
volatility_ma,36
momentum_convergence,30
ema_slow,28
return_24,24
stoch_k,22
sma_20,22
macd_strength,21
volume_ma,17
momentum_20,16
lower_shadow,8
macd_hist,2
volume_ratio,1
volatility_ratio,1
volume_spike,0
body,0
high_volatility,0
low_volatility,0
range_pct,0
range,0
stoch_overbought,0
stoch_oversold,0
momentum_10,0
strong_trend,0
atr,0
price_sma_20_dist,0
macd,0
price_sma_50_dist,0
signal_convergence,0
volume_change,0
return_6,0
return_12,0
body_pct,0
return_3,0
log_return,0
ema_cross,0
ema_cross_pct,0
ema_cross_signal,0
price_ema_fast_dist,0
price_ema_slow_dist,0
return_1,0
macd_hist_change,0
macd_cross_signal,0
is_bullish,0
atr_normalized,0
upper_shadow,0
atr_ratio,0
momentum_ratio,0
market_regime,0
