feature,importance
atr_ma,22
sma_50,17
volume_ma,15
volatility_ma,13
bb_width,12
bb_lower,7
bb_middle,6
bb_upper,6
atr_ratio,5
price_sma_20_dist,5
return_24,4
return_6,4
adx,4
price_bb_lower_dist,3
momentum_convergence,3
atr,3
atr_normalized,2
volatility,2
stoch_d,2
momentum_20,2
volatility_ratio,2
upper_shadow,1
volume_ratio,1
momentum_10,1
price_bb_upper_dist,1
bb_position,1
volume_change,0
volume_spike,0
rsi,0
high_volatility,0
low_volatility,0
stoch_k,0
stoch_oversold,0
strong_trend,0
sma_20,0
price_sma_50_dist,0
signal_convergence,0
stoch_overbought,0
bb_position_normalized,0
momentum_ratio,0
bb_breakout_lower,0
range,0
range_pct,0
body,0
body_pct,0
lower_shadow,0
is_bullish,0
return_1,0
return_3,0
return_12,0
log_return,0
rsi_normalized,0
rsi_overbought,0
rsi_oversold,0
rsi_divergence,0
bb_breakout_upper,0
market_regime,0
