feature,importance
atr_ma,28
volume_ma,27
volatility,24
sma_50,23
volatility_ma,20
adx,11
price_bb_lower_dist,11
momentum_20,10
atr,10
bb_width,9
range,9
momentum_10,8
atr_ratio,8
ema_cross_pct,6
ema_slow,6
return_24,6
ema_cross,5
bb_position,4
return_6,4
bb_lower,4
bb_upper,4
lower_shadow,3
return_12,3
ema_fast,3
stoch_d,2
price_ema_fast_dist,2
atr_normalized,2
volume_ratio,2
price_sma_50_dist,2
bb_middle,2
momentum_convergence,1
rsi_oversold,1
volatility_ratio,1
upper_shadow,1
return_1,1
stoch_k,1
return_3,1
high_volatility,0
rsi,0
low_volatility,0
stoch_overbought,0
stoch_oversold,0
strong_trend,0
volume_change,0
price_sma_20_dist,0
signal_convergence,0
sma_20,0
price_ema_slow_dist,0
volume_spike,0
momentum_ratio,0
bb_breakout_lower,0
bb_breakout_upper,0
price_bb_upper_dist,0
bb_position_normalized,0
ema_cross_signal,0
rsi_divergence,0
rsi_overbought,0
rsi_normalized,0
log_return,0
is_bullish,0
body_pct,0
body,0
range_pct,0
market_regime,0
