feature,importance
bb_upper,3
atr_ma,3
volume_ratio,2
rsi,1
adx,1
price_bb_upper_dist,1
bb_middle,1
atr_ratio,1
return_24,1
atr_normalized,1
volume_ma,1
sma_50,1
momentum_20,1
volume_change,0
signal_convergence,0
price_sma_50_dist,0
momentum_ratio,0
momentum_convergence,0
price_sma_20_dist,0
volume_spike,0
strong_trend,0
sma_20,0
volatility_ma,0
volatility_ratio,0
high_volatility,0
low_volatility,0
bb_breakout_lower,0
stoch_d,0
stoch_overbought,0
stoch_oversold,0
stoch_k,0
bb_position_normalized,0
bb_breakout_upper,0
is_bullish,0
bb_lower,0
atr,0
momentum_10,0
volatility,0
range,0
range_pct,0
body,0
body_pct,0
upper_shadow,0
lower_shadow,0
return_1,0
price_bb_lower_dist,0
return_3,0
return_6,0
return_12,0
log_return,0
rsi_normalized,0
rsi_overbought,0
rsi_oversold,0
rsi_divergence,0
bb_width,0
bb_position,0
market_regime,0
