feature,importance
sma_50,56
atr_ma,55
ema_fast,44
volume_ma,42
adx,40
volatility_ma,35
macd_signal,32
ema_slow,28
volatility,28
momentum_convergence,20
stoch_d,20
atr,19
sma_20,18
volatility_ratio,18
atr_ratio,18
price_sma_50_dist,16
atr_normalized,14
macd_strength,14
macd,9
volume_ratio,8
stoch_k,7
return_24,7
ema_cross_pct,4
macd_hist,4
momentum_20,4
volume_change,3
price_ema_slow_dist,3
upper_shadow,3
lower_shadow,2
momentum_10,2
price_sma_20_dist,2
return_12,2
return_6,2
return_3,2
range_pct,2
price_ema_fast_dist,2
range,1
market_regime,1
momentum_ratio,1
macd_hist_change,1
volume_spike,0
signal_convergence,0
ema_cross,0
macd_cross_signal,0
log_return,0
strong_trend,0
stoch_oversold,0
is_bullish,0
stoch_overbought,0
body,0
body_pct,0
low_volatility,0
high_volatility,0
return_1,0
ema_cross_signal,0
