feature,importance
volatility,5
sma_50,4
volatility_ratio,3
macd_signal,2
ema_fast,2
range,2
adx,2
stoch_d,1
return_3,1
macd_hist,1
price_ema_slow_dist,1
momentum_ratio,1
momentum_convergence,1
return_12,1
macd_strength,1
ema_slow,1
macd,1
stoch_overbought,0
macd_cross_signal,0
signal_convergence,0
price_sma_50_dist,0
price_sma_20_dist,0
volume_ratio,0
volume_spike,0
volume_change,0
volatility_ma,0
sma_20,0
high_volatility,0
low_volatility,0
strong_trend,0
stoch_k,0
stoch_oversold,0
rsi,0
ema_cross_signal,0
macd_hist_change,0
price_ema_fast_dist,0
momentum_10,0
momentum_20,0
volume_ma,0
range_pct,0
body,0
body_pct,0
upper_shadow,0
lower_shadow,0
is_bullish,0
return_1,0
return_6,0
return_24,0
log_return,0
rsi_normalized,0
rsi_overbought,0
rsi_oversold,0
rsi_divergence,0
ema_cross,0
ema_cross_pct,0
market_regime,0
