feature,importance
volatility,3
adx,3
ema_slow,2
volume_ratio,2
macd_strength,2
ema_fast,1
stoch_k,1
macd_hist_change,1
atr_ma,1
price_ema_fast_dist,1
volatility_ma,1
volatility_ratio,1
atr_normalized,1
macd,1
sma_20,1
sma_50,1
stoch_d,0
momentum_convergence,0
signal_convergence,0
price_sma_50_dist,0
atr_ratio,0
momentum_ratio,0
price_sma_20_dist,0
stoch_overbought,0
volume_spike,0
volume_change,0
strong_trend,0
high_volatility,0
stoch_oversold,0
low_volatility,0
macd_hist,0
macd_cross_signal,0
price_ema_slow_dist,0
macd_signal,0
atr,0
momentum_10,0
momentum_20,0
volume_ma,0
range,0
range_pct,0
body,0
body_pct,0
upper_shadow,0
lower_shadow,0
is_bullish,0
return_1,0
return_3,0
return_6,0
return_12,0
return_24,0
log_return,0
ema_cross,0
ema_cross_pct,0
ema_cross_signal,0
market_regime,0
