feature,importance
sma_50,12
adx,12
volatility,10
volatility_ratio,6
macd_signal,6
range,6
ema_fast,5
sma_20,5
ema_slow,4
volatility_ma,3
macd_hist,3
volume_ma,3
macd_strength,2
macd,2
stoch_k,2
price_sma_50_dist,1
volume_ratio,1
stoch_d,1
return_24,1
momentum_convergence,0
volume_spike,0
volume_change,0
momentum_ratio,0
rsi,0
high_volatility,0
low_volatility,0
macd_cross_signal,0
stoch_oversold,0
strong_trend,0
price_sma_20_dist,0
signal_convergence,0
stoch_overbought,0
ema_cross_signal,0
macd_hist_change,0
return_3,0
momentum_10,0
momentum_20,0
range_pct,0
body,0
body_pct,0
upper_shadow,0
lower_shadow,0
is_bullish,0
return_1,0
return_6,0
price_ema_slow_dist,0
return_12,0
log_return,0
rsi_normalized,0
rsi_overbought,0
rsi_oversold,0
rsi_divergence,0
ema_cross,0
ema_cross_pct,0
price_ema_fast_dist,0
market_regime,0
