feature,importance
sma_50,73
atr_ma,65
bb_lower,64
volume_ma,64
adx,64
atr_ratio,56
volatility_ma,52
bb_width,43
atr_normalized,41
atr,40
bb_middle,39
return_24,37
momentum_convergence,36
price_sma_50_dist,35
volatility_ratio,34
volatility,33
price_bb_lower_dist,28
volume_ratio,28
bb_upper,27
lower_shadow,25
momentum_ratio,24
rsi,22
momentum_10,20
stoch_d,20
return_6,16
range,16
momentum_20,14
return_3,13
stoch_k,11
price_bb_upper_dist,11
upper_shadow,11
range_pct,10
volume_change,10
price_sma_20_dist,9
body,8
body_pct,8
bb_position,7
return_12,7
rsi_divergence,5
bb_position_normalized,4
rsi_normalized,4
return_1,4
sma_20,2
volume_spike,0
signal_convergence,0
is_bullish,0
log_return,0
strong_trend,0
stoch_oversold,0
bb_breakout_lower,0
stoch_overbought,0
rsi_overbought,0
rsi_oversold,0
low_volatility,0
high_volatility,0
bb_breakout_upper,0
market_regime,0
