feature,importance
sma_50,7
macd_hist,4
macd_signal,3
adx,3
volume_ma,3
price_ema_slow_dist,2
stoch_d,2
volume_ratio,2
macd_strength,2
ema_fast,2
momentum_20,2
volatility,2
range,2
atr_ma,1
price_ema_fast_dist,1
momentum_convergence,1
volatility_ratio,1
atr_ratio,1
atr_normalized,1
macd_hist_change,1
ema_slow,1
volatility_ma,1
atr,1
return_12,1
sma_20,1
price_sma_20_dist,1
price_sma_50_dist,1
upper_shadow,1
stoch_overbought,0
momentum_10,0
volume_change,0
stoch_oversold,0
strong_trend,0
low_volatility,0
high_volatility,0
macd,0
signal_convergence,0
stoch_k,0
range_pct,0
volume_spike,0
momentum_ratio,0
body,0
macd_cross_signal,0
ema_cross_signal,0
ema_cross_pct,0
ema_cross,0
log_return,0
return_24,0
return_6,0
return_3,0
return_1,0
is_bullish,0
lower_shadow,0
body_pct,0
market_regime,0
