feature,importance
volatility_ma,278
volume_ma,131
sma_50,119
adx,96
macd_strength,81
macd_signal,77
range_pct,61
ema_fast,61
ema_slow,58
rsi,56
sma_20,53
macd_hist,53
upper_shadow,37
return_24,35
price_sma_50_dist,33
volume_ratio,32
momentum_20,28
range,27
volatility_ratio,21
macd,21
momentum_convergence,20
ema_cross_pct,18
volatility,17
stoch_d,16
return_12,14
price_sma_20_dist,12
rsi_normalized,11
volume_change,10
price_ema_fast_dist,9
stoch_k,5
market_regime,5
ema_cross,5
momentum_10,4
body_pct,4
lower_shadow,4
return_1,4
price_ema_slow_dist,3
momentum_ratio,3
rsi_divergence,2
body,1
macd_hist_change,1
stoch_overbought,0
signal_convergence,0
strong_trend,0
is_bullish,0
stoch_oversold,0
low_volatility,0
return_3,0
high_volatility,0
return_6,0
log_return,0
rsi_overbought,0
volume_spike,0
rsi_oversold,0
macd_cross_signal,0
ema_cross_signal,0
