feature,importance
volatility_ma,40
volume_ratio,38
atr_ma,25
macd_hist,19
sma_50,19
macd_strength,15
adx,15
sma_20,14
atr_ratio,13
ema_fast,13
volume_ma,12
volatility_ratio,10
volatility,9
momentum_convergence,6
price_sma_50_dist,5
price_sma_20_dist,5
macd_signal,5
price_ema_fast_dist,5
ema_slow,4
atr,4
stoch_d,4
momentum_20,4
atr_normalized,4
ema_cross_pct,4
macd_hist_change,4
momentum_10,3
range_pct,3
return_24,3
return_1,3
market_regime,2
return_6,2
body_pct,2
body,2
lower_shadow,2
momentum_ratio,2
stoch_k,2
macd,1
upper_shadow,1
price_ema_slow_dist,1
return_12,1
range,1
volume_change,0
return_3,0
ema_cross_signal,0
low_volatility,0
volume_spike,0
stoch_overbought,0
stoch_oversold,0
is_bullish,0
strong_trend,0
log_return,0
ema_cross,0
macd_cross_signal,0
signal_convergence,0
high_volatility,0
