feature,importance
volume_ma,174
sma_50,164
bb_middle,151
atr_ma,140
adx,124
bb_upper,117
volatility_ma,116
bb_lower,107
volatility,107
momentum_convergence,87
price_sma_50_dist,86
atr_ratio,69
volatility_ratio,68
bb_width,66
stoch_d,57
atr,54
atr_normalized,42
return_24,37
volume_ratio,32
momentum_ratio,31
momentum_20,28
stoch_k,20
rsi,19
range_pct,17
return_12,16
price_bb_upper_dist,16
price_bb_lower_dist,15
rsi_normalized,14
return_6,14
range,14
momentum_10,14
volume_change,13
return_3,11
upper_shadow,8
price_sma_20_dist,7
bb_position_normalized,7
lower_shadow,6
sma_20,6
rsi_divergence,5
bb_position,4
return_1,3
strong_trend,3
body,2
body_pct,2
signal_convergence,1
market_regime,1
bb_breakout_upper,0
stoch_overbought,0
stoch_oversold,0
is_bullish,0
log_return,0
low_volatility,0
high_volatility,0
rsi_overbought,0
rsi_oversold,0
volume_spike,0
bb_breakout_lower,0
